Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
mid century walnut record cabinet vintique london,Lewisham,other,2022-12-02 12:25:32+00:00,51.4624292,-0.0101787
domino sideboard vintique london,Lewisham,other,2022-12-02 12:18:35+00:00,51.4624292,-0.0101787
nathan sideboard vintique london,Lewisham,other,2022-12-02 12:17:38+00:00,51.4624292,-0.0101787
mid century sideboard vintique london,Lewisham,other,2022-12-02 12:16:47+00:00,51.4624292,-0.0101787
g plan bookcase vintique london,Lewisham,other,2022-12-02 12:15:51+00:00,51.4624292,-0.0101787
mid century walnut storage cabinet vintique london,Lewisham,other,2022-12-02 12:14:46+00:00,51.4624292,-0.0101787
pope migrant deaths unacceptable and almost always avoidable reuters uk,Lambeth,racism,2022-12-02 12:06:23+00:00,51.4952111,-0.1163354
standing stone at fan nedd uncanny thewitchfarm fannedd,Islington,other,2022-12-02 12:06:14+00:00,51.5384287,-0.0999051
ok so dont be a female criminal in hong kong,Croydon,sexism,2022-12-02 12:01:41+00:00,51.3713049,-0.101957
elite shithousery,City of London,other,2022-12-02 11:45:28+00:00,51.515053699999996,-0.09311889867661148
dont engage anymorennblock their sorry arse,Islington,sexism,2022-12-02 11:32:34+00:00,51.5384287,-0.0999051
dumb cow,Camberwell,sexism,2022-12-02 11:28:13+00:00,51.4745706,-0.0925416
followed folloforfolloback,Paddington,sexual_orientation,2022-12-02 11:27:43+00:00,51.5185075,-0.1787546
now my business in the streets i should punch this nigga 😂,Paddington,racism,2022-12-02 11:26:42+00:00,51.5185075,-0.1787546
latin america sounds better thanks,London,other,2022-12-02 11:25:53+00:00,36.4846239,-119.44405977174983
what would a man not donnphotography streetphotography,London,sexism,2022-12-02 11:25:42+00:00,36.4846239,-119.44405977174983
followed folloforfolloback,Paddington,sexual_orientation,2022-12-02 11:23:34+00:00,51.5185075,-0.1787546
cocksucker needed today central east london also have fresh poppers i want to be super verbal whilst getting edged by fag mouth dm me,Poplar,sexual_orientation,2022-12-02 11:20:28+00:00,51.5110713,-0.0144629
fuck serbia 👍🏻,Barking,racism,2022-12-02 11:19:02+00:00,51.5389922,0.0804245
meeting client french frombarcelona lunch london business xerousers london united kingdom,City of London,other,2022-12-02 11:03:15+00:00,51.515053699999996,-0.09311889867661148
germany caput,Camberwell,other,2022-12-02 11:02:19+00:00,51.4745706,-0.0925416
thats just talk,Brent,other,2022-12-02 10:48:01+00:00,51.5639957,-0.27590641378489267
utterly disgusting woman tessthompsontalley,Bromley,sexism,2022-12-02 10:44:06+00:00,51.36685695,0.061709076090816765
afternoon pm brixton ritzy free artists educational punk newwave,Barnet,other,2022-12-02 10:38:32+00:00,51.65309,-0.2002261
ria ahmed droppin knowledge spitting bars,Hackney,other,2022-12-02 10:36:54+00:00,51.5432402,-0.0493621
apparently white british economic immigrants call themselves expats,Poplar,other,2022-12-02 10:25:41+00:00,51.5110713,-0.0144629
cuckoo,Harrow,sexism,2022-12-02 09:40:56+00:00,51.596827149999996,-0.3373046180437286
meanwhile in china,Brent,racism,2022-12-02 09:35:06+00:00,51.5639957,-0.27590641378489267
married a hoe and he’s surprised she was hoeing,Hounslow,sexism,2022-12-02 09:34:41+00:00,51.4686132,-0.3613471
sharing a bill with that wife beater 🤢,Merton,sexism,2022-12-02 09:13:54+00:00,51.41086985,-0.18809708858824303
so you found a leftie twat to talk bsnwell done you,Romford,sexism,2022-12-02 09:12:05+00:00,51.5760462,0.1822646
race baiter,Camberwell,other,2022-12-02 08:54:38+00:00,51.4745706,-0.0925416
word on the ninners baseball game against the vulcans “we will destroy them”,Kingston upon Thames,racism,2022-12-02 08:07:51+00:00,51.4096275,-0.3062621
what cracking down the chinese way you mean,Romford,racism,2022-12-02 08:05:53+00:00,51.5760462,0.1822646
london things touristspam london adventuresofwoandwo london united kingdom,City of London,other,2022-12-02 07:54:04+00:00,51.515053699999996,-0.09311889867661148
i say bollocks to thatnany woman with drive and determination can do pornn of guys cantnthey cant get it up go for long enough cum on commandnunless youre injecting to get hard which i wont do then you need to fancy your coperformer,Greenwich,sexism,2022-12-02 07:49:59+00:00,51.46862565,0.04883057313755089
woke left racebaiting wont fool anyone,Enfield,other,2022-12-02 07:46:57+00:00,51.6520851,-0.0810175
not now yearold ‘zombie virus’ etc etc,Islington,other,2022-12-02 07:35:05+00:00,51.5384287,-0.0999051
chicnangonnbestiert flanders vanuit chicago,City of London,other,2022-12-02 07:29:52+00:00,51.515053699999996,-0.09311889867661148
pooja like moroccan babes,Camberwell,other,2022-12-02 07:19:59+00:00,51.4745706,-0.0925416
that’s space cunt’s free speech you’re welcome,Hackney,sexism,2022-12-02 06:27:33+00:00,51.5432402,-0.0493621
just another thursday nnthursday drinks newfriday cheers bottomsup morebooze cocktails enfield enfield united kingdom,Enfield,other,2022-12-02 02:51:49+00:00,51.6520851,-0.0810175
i really do hate you niggas,Barnet,racism,2022-12-02 01:02:36+00:00,51.65309,-0.2002261
absurd,Croydon,other,2022-12-02 01:00:19+00:00,51.3713049,-0.101957
yet another stonking lib dem gainnnldem ncon nlibdems,Lewisham,other,2022-12-02 00:59:07+00:00,51.4624292,-0.0101787
good thing they didnt just straight up murder the dog seems to be there regular go to for chinese covid enforcement workers,Kensington,racism,2022-12-02 00:28:11+00:00,51.4989948,-0.1991229
margaret thatcher was a riiiight cunt,Harrow,sexism,2022-12-02 00:10:42+00:00,51.596827149999996,-0.3373046180437286
the man has no morals,Islington,sexism,2022-12-02 00:10:10+00:00,51.5384287,-0.0999051
all our governments are run by the arabs by islam lolthey sold us out theres no tories or labour anymore theres anti british orchestrating this invasion,Wandsworth,religion,2022-12-01 23:44:49+00:00,51.4570271,-0.1932607
usual crap service guess work,Barking,other,2022-12-01 23:40:57+00:00,51.5389922,0.0804245
fuck spain,Hillingdon,other,2022-12-01 23:38:25+00:00,51.542519299999995,-0.44833493117949663
outbred genocide the time is now to stop thisn now or never,Wandsworth,religion,2022-12-01 23:34:36+00:00,51.4570271,-0.1932607
uk time hrs behind pakistan,Barking,other,2022-12-01 23:05:43+00:00,51.5389922,0.0804245
london greenwhich magazinelondon eventschauffeur doortodoor luxury chauffeurservice arriveinstyle magazine london,Greenwich,other,2022-12-01 23:00:31+00:00,51.46862565,0.04883057313755089
paw patrol theme birthday cake ncakephotography bikecake chocolatecake weddingcake instacake fashionistacake cakelove colindale,Barnet,other,2022-12-01 22:25:47+00:00,51.65309,-0.2002261
uruguay id say,Romford,other,2022-12-01 22:25:40+00:00,51.5760462,0.1822646
stop right there criminal scum,London,racism,2022-12-01 22:19:29+00:00,36.4846239,-119.44405977174983
vaccines against what the influx of diseases youre importing or the same fook up big farma dodgy jabs u all put on us even the french general is call u all out the unvaxed will expose the lot of u ill keep going rishi my country has been stolen from me,Wandsworth,racism,2022-12-01 22:08:41+00:00,51.4570271,-0.1932607
twat or bloody hell,Hounslow,sexism,2022-12-01 22:08:06+00:00,51.4686132,-0.3613471
especially martha’s vineyard warm welcoming lovely people nantucket chilly expensive bit snobbish …,Paddington,other,2022-12-01 22:00:05+00:00,51.5185075,-0.1787546
im also embarrassed that weve allowed fookwits to destroy this country our men didnt flee this land they fought and died for it i pray for a british uprising and to kick all your sorry arses out stand down you useless fooka we dont want you,Wandsworth,racism,2022-12-01 21:57:14+00:00,51.4570271,-0.1932607
spain v morocco winner keeps perejil islands😂,City of London,other,2022-12-01 21:55:00+00:00,51.515053699999996,-0.09311889867661148
scumbags,Barking,sexism,2022-12-01 21:52:23+00:00,51.5389922,0.0804245
american,Camberwell,other,2022-12-01 21:44:15+00:00,51.4745706,-0.0925416
phillipson even long day,Lambeth,other,2022-12-01 21:42:40+00:00,51.4952111,-0.1163354
petts wood rockie christmas party bulls head hotel,Bromley,other,2022-12-01 21:40:14+00:00,51.36685695,0.061709076090816765
spain got screwed,Paddington,other,2022-12-01 21:28:23+00:00,51.5185075,-0.1787546
frankly who cares it’s the germans going out,Harrow,racism,2022-12-01 21:14:53+00:00,51.596827149999996,-0.3373046180437286
senegal be like…,Brent,other,2022-12-01 21:02:56+00:00,51.5639957,-0.27590641378489267
yep carl horrible heathrow run alson min😲😵,Bexley,other,2022-12-01 21:01:29+00:00,51.4416793,0.150488
show me the crying germans 😂😂😂😂,Bexley,racism,2022-12-01 20:55:26+00:00,51.4416793,0.150488
japong imperial,Islington,other,2022-12-01 20:55:00+00:00,51.5384287,-0.0999051
go orn japan qatar,Greenwich,other,2022-12-01 20:54:55+00:00,51.46862565,0.04883057313755089
germany … korea now japan … huh,Hillingdon,other,2022-12-01 20:46:52+00:00,51.542519299999995,-0.44833493117949663
japan looking like a brick wall at the back omds,Hackney,racism,2022-12-01 20:46:14+00:00,51.5432402,-0.0493621
mine… mrdogington london united kingdom,City of London,other,2022-12-01 20:42:32+00:00,51.515053699999996,-0.09311889867661148
boring cunts i hate germany,Camden Town,sexism,2022-12-01 20:40:59+00:00,51.5423045,-0.1395604
spain amp germany worldcup,Lambeth,other,2022-12-01 20:30:39+00:00,51.4952111,-0.1163354
spain amp germany heading out fifaworldcup,Ealing,other,2022-12-01 20:27:58+00:00,51.5126553,-0.3051952
var says goal crcger,Hammersmith,other,2022-12-01 20:27:51+00:00,51.4920377,-0.2236401
germany also drawing that useless country 😂,Croydon,racism,2022-12-01 20:21:47+00:00,51.3713049,-0.101957
dress rehearsal nnpanto bromley kent,Bromley,other,2022-12-01 20:19:42+00:00,51.36685695,0.061709076090816765
ger are out as fiiings stand,Hammersmith,racism,2022-12-01 20:11:18+00:00,51.4920377,-0.2236401
total pain in the arse nwankers leaving them around bus stops 🤷‍♂️,Islington,sexism,2022-12-01 19:51:10+00:00,51.5384287,-0.0999051
how can he say he loves seyran when he’s doing this shit😒🙄🙄🙄🙄🤬😡 men are dogs,Lambeth,sexism,2022-12-01 19:41:33+00:00,51.4952111,-0.1163354
hostileenvironment chaotic utterly unhumane environment nn,Islington,other,2022-12-01 19:26:32+00:00,51.5384287,-0.0999051
ye is a twat,Bromley,sexism,2022-12-01 19:17:00+00:00,51.36685695,0.061709076090816765
spain looking pretty sharp,Wandsworth,other,2022-12-01 19:15:13+00:00,51.4570271,-0.1932607
fuck off you cunt,Hackney,sexism,2022-12-01 19:12:58+00:00,51.5432402,-0.0493621
tyldesley calling nico williams inaki ffs,Romford,other,2022-12-01 19:03:31+00:00,51.5760462,0.1822646
shes a racist unforgivable,Bromley,sexism,2022-12-01 19:03:18+00:00,51.36685695,0.061709076090816765
fucking cougars everywhere…,City of London,racism,2022-12-01 18:56:13+00:00,51.515053699999996,-0.09311889867661148
spain coming second 💪💪💪,Wandsworth,other,2022-12-01 18:43:14+00:00,51.4570271,-0.1932607
fucking scum the lot of them,Romford,racism,2022-12-01 18:37:51+00:00,51.5760462,0.1822646
you are obviously for the illegals arriving 🤔🫤🇬🇧,Romford,racism,2022-12-01 18:36:37+00:00,51.5760462,0.1822646
can’t stand that cunt,Hillingdon,sexism,2022-12-01 18:24:17+00:00,51.542519299999995,-0.44833493117949663
so the woman has always been a complete fucking idiot then good to know,Hammersmith,sexism,2022-12-01 18:19:02+00:00,51.4920377,-0.2236401
quick post school visit christmasstartshere kingston upon thames,Kingston upon Thames,other,2022-12-01 18:00:47+00:00,51.4096275,-0.3062621
dinner hrcafe piccadilly …… hard rock cafe piccadilly circus,London,other,2022-12-01 17:50:20+00:00,36.4846239,-119.44405977174983
simoncowell plasticsurgery british psyche london united kingdom,City of London,other,2022-12-01 17:42:13+00:00,51.515053699999996,-0.09311889867661148
cap doffing english peasants,Poplar,other,2022-12-01 17:37:23+00:00,51.5110713,-0.0144629
guess the lows for equities aren’t in wifey is right ⬇️,Paddington,sexism,2022-12-01 17:32:44+00:00,51.5185075,-0.1787546
depechedecember davegahan mr chow,London,other,2022-12-01 17:30:57+00:00,36.4846239,-119.44405977174983
race baiter,Kingston upon Thames,other,2022-12-01 17:29:24+00:00,51.4096275,-0.3062621
please reshare mentalhealth menshealth suicideprevention itsokaytonotbeokay,Camberwell,other,2022-12-01 17:26:25+00:00,51.4745706,-0.0925416
ursula is another big reason the world is in mess bill gates right hand women,Barnet,sexism,2022-12-01 17:12:36+00:00,51.65309,-0.2002261
england,Kingston upon Thames,other,2022-12-01 17:06:35+00:00,51.4096275,-0.3062621
omooooo na so belgium comot,Hackney,other,2022-12-01 16:55:45+00:00,51.5432402,-0.0493621
spud chat n,Lambeth,other,2022-12-01 16:45:10+00:00,51.4952111,-0.1163354
subways ’s hand signed poster by seen seen seengraffiti graffiti graffitiart graffporn london united kingdom,City of London,other,2022-12-01 16:39:55+00:00,51.515053699999996,-0.09311889867661148
no punishment is good enough for that rat faced twat,Kingston upon Thames,sexism,2022-12-01 16:30:19+00:00,51.4096275,-0.3062621
german death metal powerhouse necrotted stream powerful new single reich der gier,Greenwich,other,2022-12-01 16:12:22+00:00,51.46862565,0.04883057313755089
go away idiot 🖕,Romford,disability,2022-12-01 16:02:03+00:00,51.5760462,0.1822646
santas slime making workshop st december north west london book christmas kidsactivities kids fun kidscamp stem nwlondon northwestlondon stanmore,Harrow,other,2022-12-01 15:59:33+00:00,51.596827149999996,-0.3373046180437286
last th london united kingdom,City of London,other,2022-12-01 15:41:11+00:00,51.515053699999996,-0.09311889867661148
you’re so dumb go away,Lambeth,other,2022-12-01 15:37:19+00:00,51.4952111,-0.1163354
yeah fat and ugly well she is ugly little pig of a woman,Camberwell,sexism,2022-12-01 15:22:25+00:00,51.4745706,-0.0925416
fffsssssss stooooopid officials crobel,Hammersmith,other,2022-12-01 15:18:15+00:00,51.4920377,-0.2236401
moorrrocco last muslim country left camon,London,religion,2022-12-01 15:06:05+00:00,36.4846239,-119.44405977174983
seth rogans zoots look atrocious he smokes chodes,London,religion,2022-12-01 15:01:13+00:00,36.4846239,-119.44405977174983
amazing deal here nnactorslife n nperformer dancer model actor singer london,Islington,other,2022-12-01 14:59:30+00:00,51.5384287,-0.0999051
she’s a bitch 🎶,Camden Town,sexism,2022-12-01 14:42:51+00:00,51.5423045,-0.1395604
green ringneck parakeets hanging out ringneck parakeet birds nature backgarden wildlife green trees london united kingdom,City of London,other,2022-12-01 14:40:16+00:00,51.515053699999996,-0.09311889867661148
also of this 💩 is still along hedgemans road amp woodward road … filth nshithole lbbd filth scumbags localcouncil norespect dump,Barking,racism,2022-12-01 14:36:59+00:00,51.5389922,0.0804245
fuck the eu 🖕🏼,Camberwell,racism,2022-12-01 14:26:12+00:00,51.4745706,-0.0925416
just a fat slob,Kensington,sexism,2022-12-01 13:44:57+00:00,51.4989948,-0.1991229
fag ash lil,Hackney,sexual_orientation,2022-12-01 13:44:28+00:00,51.5432402,-0.0493621
